source	gene ID	gene name	orthologs
OrthoMCL	DDB_G0287495	pyrK	M.musculus:ENSMUSP00000030491 | M.musculus:ENSMUSP00000068479
InParanoid	DDB_G0287495	pyrK	M.musculus:ENSMUSP00000030491
OrthoMCL	DDB_G0284407	erg24	M.musculus:ENSMUSP00000005003 | M.musculus:ENSMUSP00000025713
InParanoid	DDB_G0284407	erg24	M.musculus:ENSMUSP00000025713
OrthoMCL	DDB_G0284945	fsjC	M.musculus:ENSMUSP00000021048 | M.musculus:ENSMUSP00000031536
InParanoid	DDB_G0284945	fsjC	M.musculus:ENSMUSP00000021048
OrthoMCL	DDB_G0286303	ku80	M.musculus:ENSMUSP00000027379
InParanoid	DDB_G0286303	ku80	M.musculus:ENSMUSP00000027379
OrthoMCL	DDB_G0286305	DDB_G0286305	M.musculus:ENSMUSP00000030069 | M.musculus:ENSMUSP00000098777
OrthoMCL	DDB_G0281957	ap1g1	M.musculus:ENSMUSP00000043996 | M.musculus:ENSMUSP00000090844
InParanoid	DDB_G0281957	ap1g1	M.musculus:ENSMUSP00000090844
OrthoMCL	DDB_G0281963	DDB_G0281963	M.musculus:ENSMUSP00000027970
InParanoid	DDB_G0281963	DDB_G0281963	M.musculus:ENSMUSP00000027970
OrthoMCL	DDB_G0284129	e2f	M.musculus:ENSMUSP00000100012 | M.musculus:ENSMUSP00000050047 | M.musculus:ENSMUSP00000029069 | M.musculus:ENSMUSP00000015003
InParanoid	DDB_G0284129	e2f	M.musculus:ENSMUSP00000100012
OrthoMCL	DDB_G0279717	DDB_G0279717	M.musculus:ENSMUSP00000024099 | M.musculus:ENSMUSP00000029367
InParanoid	DDB_G0284809	isca2	M.musculus:ENSMUSP00000021667
OrthoMCL	DDB_G0284067	clybl	M.musculus:ENSMUSP00000026625
InParanoid	DDB_G0284067	clybl	M.musculus:ENSMUSP00000026625
OrthoMCL	DDB_G0288163	arl1	M.musculus:ENSMUSP00000111942
InParanoid	DDB_G0288163	arl1	M.musculus:ENSMUSP00000111942
OrthoMCL	DDB_G0284693	DDB_G0284693	M.musculus:ENSMUSP00000075150 | M.musculus:ENSMUSP00000064988
InParanoid	DDB_G0284693	DDB_G0284693	M.musculus:ENSMUSP00000075150
OrthoMCL	DDB_G0281987	lyrm1	M.musculus:ENSMUSP00000102128
InParanoid	DDB_G0281987	lyrm1	M.musculus:ENSMUSP00000102128
OrthoMCL	DDB_G0285855	dlcC	M.musculus:ENSMUSP00000077301 | M.musculus:ENSMUSP00000055752
InParanoid	DDB_G0285855	dlcC	M.musculus:ENSMUSP00000055752
OrthoMCL	DDB_G0287021	vps20	M.musculus:ENSMUSP00000026434
InParanoid	DDB_G0287021	vps20	M.musculus:ENSMUSP00000026434
OrthoMCL	DDB_G0284071	rnrA	M.musculus:ENSMUSP00000033283
InParanoid	DDB_G0284071	rnrA	M.musculus:ENSMUSP00000033283
OrthoMCL	DDB_G0284093	rps16	M.musculus:ENSMUSP00000047384 | M.musculus:ENSMUSP00000076000
InParanoid	DDB_G0284093	rps16	M.musculus:ENSMUSP00000047384 | M.musculus:ENSMUSP00000076000
OrthoMCL	DDB_G0286293	dnajc13	M.musculus:ENSMUSP00000055206 | M.musculus:ENSMUSP00000035170
OrthoMCL	DDB_G0286221	pigC	M.musculus:ENSMUSP00000028021
InParanoid	DDB_G0286221	pigC	M.musculus:ENSMUSP00000028021
OrthoMCL	DDB_G0286889	fut10	M.musculus:ENSMUSP00000069816
OrthoMCL	DDB_G0285131	derl2	M.musculus:ENSMUSP00000104163 | M.musculus:ENSMUSP00000009236
InParanoid	DDB_G0285131	derl2	M.musculus:ENSMUSP00000104163
OrthoMCL	DDB_G0281895	mrkC	M.musculus:ENSMUSP00000007555 | M.musculus:ENSMUSP00000027929 | M.musculus:ENSMUSP00000082862 | M.musculus:ENSMUSP00000108969
OrthoMCL	DDB_G0285393	ints1	M.musculus:ENSMUSP00000072406
InParanoid	DDB_G0285393	ints1	M.musculus:ENSMUSP00000072406
OrthoMCL	DDB_G0285505	ino1	M.musculus:ENSMUSP00000019283
InParanoid	DDB_G0285505	ino1	M.musculus:ENSMUSP00000019283
OrthoMCL	DDB_G0286315	DDB_G0286315	M.musculus:ENSMUSP00000040356
InParanoid	DDB_G0286315	DDB_G0286315	M.musculus:ENSMUSP00000040356
OrthoMCL	DDB_G0287597	nagC	M.musculus:ENSMUSP00000022169 | M.musculus:ENSMUSP00000026262
OrthoMCL	DDB_G0287631	glk	M.musculus:ENSMUSP00000026266
InParanoid	DDB_G0287631	glk	M.musculus:ENSMUSP00000026266
OrthoMCL	DDB_G0288285	mybX	M.musculus:ENSMUSP00000045239 | M.musculus:ENSMUSP00000057938 | M.musculus:ENSMUSP00000081880 | M.musculus:ENSMUSP00000027900
InParanoid	DDB_G0289791	drkA	M.musculus:ENSMUSP00000018478
OrthoMCL	DDB_G0290343	sodE	M.musculus:ENSMUSP00000023707
InParanoid	DDB_G0290343	sodE	M.musculus:ENSMUSP00000023707
OrthoMCL	DDB_G0286553	rab21	M.musculus:ENSMUSP00000020343
InParanoid	DDB_G0286553	rab21	M.musculus:ENSMUSP00000020343
OrthoMCL	DDB_G0287201	DDB_G0287201	M.musculus:ENSMUSP00000032065 | M.musculus:ENSMUSP00000025472
InParanoid	DDB_G0287201	DDB_G0287201	M.musculus:ENSMUSP00000032065
OrthoMCL	DDB_G0289663	act5	M.musculus:ENSMUSP00000031564 | M.musculus:ENSMUSP00000034453 | M.musculus:ENSMUSP00000048218 | M.musculus:ENSMUSP00000052086 | M.musculus:ENSMUSP00000074658 | M.musculus:ENSMUSP00000087736 | M.musculus:ENSMUSP00000101823
OrthoMCL	DDB_G0290957	cprA	M.musculus:ENSMUSP00000021933 | M.musculus:ENSMUSP00000036801 | M.musculus:ENSMUSP00000111640 | M.musculus:ENSMUSP00000015667 | M.musculus:ENSMUSP00000105433
InParanoid	DDB_G0290957	cprA	M.musculus:ENSMUSP00000111640
OrthoMCL	DDB_G0287803	argS2	M.musculus:ENSMUSP00000018992 | M.musculus:ENSMUSP00000029968
InParanoid	DDB_G0287803	argS2	M.musculus:ENSMUSP00000018992
OrthoMCL	DDB_G0287345	ankrd39	M.musculus:ENSMUSP00000001172
InParanoid	DDB_G0287345	ankrd39	M.musculus:ENSMUSP00000001172
OrthoMCL	DDB_G0284173	DDB_G0284173	M.musculus:ENSMUSP00000020049
OrthoMCL	DDB_G0287539	cutc	M.musculus:ENSMUSP00000107678
InParanoid	DDB_G0287539	cutc	M.musculus:ENSMUSP00000107678
OrthoMCL	DDB_G0285267	sdh	M.musculus:ENSMUSP00000031707
OrthoMCL	DDB_G0284845	gxcC	M.musculus:ENSMUSP00000113978 | M.musculus:ENSMUSP00000034926 | M.musculus:ENSMUSP00000034928
OrthoMCL	DDB_G0286037	lrlA	M.musculus:ENSMUSP00000048422 | M.musculus:ENSMUSP00000101734 | M.musculus:ENSMUSP00000113482
InParanoid	DDB_G0286037	lrlA	M.musculus:ENSMUSP00000091455
OrthoMCL	DDB_G0286055	DDB_G0286055	M.musculus:ENSMUSP00000030202
OrthoMCL	DDB_G0286077	commd6	M.musculus:ENSMUSP00000097912
InParanoid	DDB_G0286077	commd6	M.musculus:ENSMUSP00000097912
OrthoMCL	DDB_G0287415	DDB_G0287415	M.musculus:ENSMUSP00000099432 | M.musculus:ENSMUSP00000114075
InParanoid	DDB_G0286811	DDB_G0286811	M.musculus:ENSMUSP00000105681
OrthoMCL	DDB_G0284195	DDB_G0284195	M.musculus:ENSMUSP00000057731
InParanoid	DDB_G0284195	DDB_G0284195	M.musculus:ENSMUSP00000057731
OrthoMCL	DDB_G0287593	abcC6	M.musculus:ENSMUSP00000002850 | M.musculus:ENSMUSP00000026208 | M.musculus:ENSMUSP00000033123 | M.musculus:ENSMUSP00000038041 | M.musculus:ENSMUSP00000042186 | M.musculus:ENSMUSP00000078158 | M.musculus:ENSMUSP00000079014 | M.musculus:ENSMUSP00000097743 | M.musculus:ENSMUSP00000098390 | M.musculus:ENSMUSP00000103436
OrthoMCL	DDB_G0288065	cdcD	M.musculus:ENSMUSP00000030164
InParanoid	DDB_G0288065	cdcD	M.musculus:ENSMUSP00000030164
OrthoMCL	DDB_G0287585	rgaA	M.musculus:ENSMUSP00000032751 | M.musculus:ENSMUSP00000067685 | M.musculus:ENSMUSP00000071715
InParanoid	DDB_G0287585	rgaA	M.musculus:ENSMUSP00000032751
OrthoMCL	DDB_G0285467	DDB_G0285467	M.musculus:ENSMUSP00000084882
OrthoMCL	DDB_G0284223	DDB_G0284223	M.musculus:ENSMUSP00000107451
OrthoMCL	DDB_G0286849	DDB_G0286849	M.musculus:ENSMUSP00000067662
OrthoMCL	DDB_G0287005	DDB_G0287005	M.musculus:ENSMUSP00000028592
InParanoid	DDB_G0287005	DDB_G0287005	M.musculus:ENSMUSP00000028592
OrthoMCL	DDB_G0284793	DDB_G0284793	M.musculus:ENSMUSP00000108533
OrthoMCL	DDB_G0286257	argC	M.musculus:ENSMUSP00000050258
OrthoMCL	DDB_G0287469	glud1	M.musculus:ENSMUSP00000022322
InParanoid	DDB_G0287469	glud1	M.musculus:ENSMUSP00000022322
OrthoMCL	DDB_G0292886	DDB_G0292886	M.musculus:ENSMUSP00000086591
OrthoMCL	DDB_G0290217	glb1	M.musculus:ENSMUSP00000027399 | M.musculus:ENSMUSP00000055803 | M.musculus:ENSMUSP00000034448 | M.musculus:ENSMUSP00000047128 | M.musculus:ENSMUSP00000110916
InParanoid	DDB_G0290217	glb1	M.musculus:ENSMUSP00000027399
OrthoMCL	DDB_G0286501	rplP0	M.musculus:ENSMUSP00000083705
InParanoid	DDB_G0286501	rplP0	M.musculus:ENSMUSP00000083705
OrthoMCL	DDB_G0286505	DDB_G0286505	M.musculus:ENSMUSP00000097793
InParanoid	DDB_G0286505	DDB_G0286505	M.musculus:ENSMUSP00000097793
OrthoMCL	DDB_G0290105	DDB_G0290105	M.musculus:ENSMUSP00000054168
OrthoMCL	DDB_G0289117	myoB	M.musculus:ENSMUSP00000003459 | M.musculus:ENSMUSP00000018561 | M.musculus:ENSMUSP00000037819 | M.musculus:ENSMUSP00000078540 | M.musculus:ENSMUSP00000099563 | M.musculus:ENSMUSP00000034745 | M.musculus:ENSMUSP00000084887
InParanoid	DDB_G0289117	myoB	M.musculus:ENSMUSP00000034745
OrthoMCL	DDB_G0289119	pXi	M.musculus:ENSMUSP00000032409 | M.musculus:ENSMUSP00000019133 | M.musculus:ENSMUSP00000025519 | M.musculus:ENSMUSP00000071720 | M.musculus:ENSMUSP00000102012 | M.musculus:ENSMUSP00000110117 | M.musculus:ENSMUSP00000037028 | M.musculus:ENSMUSP00000046539 | M.musculus:ENSMUSP00000016323
OrthoMCL	DDB_G0289067	smkA	M.musculus:ENSMUSP00000020755 | M.musculus:ENSMUSP00000041667 | M.musculus:ENSMUSP00000085471 | M.musculus:ENSMUSP00000109591
InParanoid	DDB_G0289067	smkA	M.musculus:ENSMUSP00000041667
OrthoMCL	DDB_G0292664	DDB_G0292664	M.musculus:ENSMUSP00000093762
InParanoid	DDB_G0292664	DDB_G0292664	M.musculus:ENSMUSP00000001384
InParanoid	DDB_G0290277	nudt19	M.musculus:ENSMUSP00000047778
OrthoMCL	DDB_G0288701	ragA	M.musculus:ENSMUSP00000088591 | M.musculus:ENSMUSP00000039013
InParanoid	DDB_G0288701	ragA	M.musculus:ENSMUSP00000088591
OrthoMCL	DDB_G0292632	folC	M.musculus:ENSMUSP00000028148
InParanoid	DDB_G0292632	folC	M.musculus:ENSMUSP00000028148
OrthoMCL	DDB_G0290883	DDB_G0290883	M.musculus:ENSMUSP00000017530
OrthoMCL	DDB_G0289993	DDB_G0289993	M.musculus:ENSMUSP00000072717 | M.musculus:ENSMUSP00000022271
InParanoid	DDB_G0289993	DDB_G0289993	M.musculus:ENSMUSP00000072717
OrthoMCL	DDB_G0291077	rdiA	M.musculus:ENSMUSP00000063714 | M.musculus:ENSMUSP00000107523
InParanoid	DDB_G0291077	rdiA	M.musculus:ENSMUSP00000063714
OrthoMCL	DDB_G0289271	gins1	M.musculus:ENSMUSP00000028948
InParanoid	DDB_G0289271	gins1	M.musculus:ENSMUSP00000028948
OrthoMCL	DDB_G0286605	DDB_G0286605	M.musculus:ENSMUSP00000111517
OrthoMCL	DDB_G0287221	DDB_G0287221	M.musculus:ENSMUSP00000027421
InParanoid	DDB_G0287221	DDB_G0287221	M.musculus:ENSMUSP00000027421
OrthoMCL	DDB_G0288749	abkA	M.musculus:ENSMUSP00000003860 | M.musculus:ENSMUSP00000027766
InParanoid	DDB_G0288749	abkA	M.musculus:ENSMUSP00000027766
OrthoMCL	DDB_G0288753	ndrB	M.musculus:ENSMUSP00000009138 | M.musculus:ENSMUSP00000107271
InParanoid	DDB_G0288753	ndrB	M.musculus:ENSMUSP00000009138
OrthoMCL	DDB_G0287685	cinC	M.musculus:ENSMUSP00000021306 | M.musculus:ENSMUSP00000046101
OrthoMCL	DDB_G0287689	tubA	M.musculus:ENSMUSP00000021639 | M.musculus:ENSMUSP00000032233 | M.musculus:ENSMUSP00000051033 | M.musculus:ENSMUSP00000076777 | M.musculus:ENSMUSP00000078429 | M.musculus:ENSMUSP00000084713 | M.musculus:ENSMUSP00000085580 | M.musculus:ENSMUSP00000094778 | M.musculus:ENSMUSP00000111700
InParanoid	DDB_G0287689	tubA	M.musculus:ENSMUSP00000051033
OrthoMCL	DDB_G0287691	abcC3	M.musculus:ENSMUSP00000002850 | M.musculus:ENSMUSP00000026208 | M.musculus:ENSMUSP00000033123 | M.musculus:ENSMUSP00000038041 | M.musculus:ENSMUSP00000042186 | M.musculus:ENSMUSP00000078158 | M.musculus:ENSMUSP00000079014 | M.musculus:ENSMUSP00000097743 | M.musculus:ENSMUSP00000098390 | M.musculus:ENSMUSP00000103436
InParanoid	DDB_G0288307	cnrM	M.musculus:ENSMUSP00000100915
OrthoMCL	DDB_G0287827	pfdn1	M.musculus:ENSMUSP00000025204
OrthoMCL	DDB_G0288961	eif2b1	M.musculus:ENSMUSP00000031334
InParanoid	DDB_G0288961	eif2b1	M.musculus:ENSMUSP00000031334
OrthoMCL	DDB_G0289723	abhd	M.musculus:ENSMUSP00000002549 | M.musculus:ENSMUSP00000006814
InParanoid	DDB_G0289723	abhd	M.musculus:ENSMUSP00000002549
InParanoid	DDB_G0288523	agpB	M.musculus:ENSMUSP00000024594
OrthoMCL	DDB_G0287119	pks24	M.musculus:ENSMUSP00000052872
OrthoMCL	DDB_G0287279	DDB_G0287279	M.musculus:ENSMUSP00000031508
InParanoid	DDB_G0287279	DDB_G0287279	M.musculus:ENSMUSP00000031508
OrthoMCL	DDB_G0287159	cysS	M.musculus:ENSMUSP00000010899 | M.musculus:ENSMUSP00000046453
InParanoid	DDB_G0287159	cysS	M.musculus:ENSMUSP00000010899
OrthoMCL	DDB_G0287165	DDB_G0287165	M.musculus:ENSMUSP00000024869 | M.musculus:ENSMUSP00000036932
InParanoid	DDB_G0287165	DDB_G0287165	M.musculus:ENSMUSP00000024869
OrthoMCL	DDB_G0290081	sort1	M.musculus:ENSMUSP00000058613 | M.musculus:ENSMUSP00000088052
InParanoid	DDB_G0290081	sort1	M.musculus:ENSMUSP00000041828
OrthoMCL	DDB_G0289189	psmD10	M.musculus:ENSMUSP00000033805
InParanoid	DDB_G0289189	psmD10	M.musculus:ENSMUSP00000033805
OrthoMCL	DDB_G0286467	DDB_G0286467	M.musculus:ENSMUSP00000063883
InParanoid	DDB_G0288525	DDB_G0288525	M.musculus:ENSMUSP00000076814
OrthoMCL	DDB_G0290649	DDB_G0290649	M.musculus:ENSMUSP00000025506
InParanoid	DDB_G0290649	DDB_G0290649	M.musculus:ENSMUSP00000025506
OrthoMCL	DDB_G0290123	phbA	M.musculus:ENSMUSP00000047536 | M.musculus:ENSMUSP00000112169
InParanoid	DDB_G0290123	phbA	M.musculus:ENSMUSP00000047536
OrthoMCL	DDB_G0292460	rpl6	M.musculus:ENSMUSP00000031617 | M.musculus:ENSMUSP00000094313
InParanoid	DDB_G0292460	rpl6	M.musculus:ENSMUSP00000031617
OrthoMCL	DDB_G0292466	nol10	M.musculus:ENSMUSP00000035930
InParanoid	DDB_G0292466	nol10	M.musculus:ENSMUSP00000035930
OrthoMCL	DDB_G0286671	sir2B	M.musculus:ENSMUSP00000071048
OrthoMCL	DDB_G0289915	DDB_G0289915	M.musculus:ENSMUSP00000108671
OrthoMCL	DDB_G0292048	DDB_G0292048	M.musculus:ENSMUSP00000061835
InParanoid	DDB_G0292048	DDB_G0292048	M.musculus:ENSMUSP00000061835
OrthoMCL	DDB_G0292620	coq4	M.musculus:ENSMUSP00000028137
InParanoid	DDB_G0292620	coq4	M.musculus:ENSMUSP00000028137
OrthoMCL	DDB_G0292626	DDB_G0292626	M.musculus:ENSMUSP00000028517
InParanoid	DDB_G0287905	grlQ	M.musculus:ENSMUSP00000091743
OrthoMCL	DDB_G0288491	rft1	M.musculus:ENSMUSP00000064153
InParanoid	DDB_G0288491	rft1	M.musculus:ENSMUSP00000064153
OrthoMCL	DDB_G0291225	cct7	M.musculus:ENSMUSP00000032078
InParanoid	DDB_G0291225	cct7	M.musculus:ENSMUSP00000032078
OrthoMCL	DDB_G0292112	galK	M.musculus:ENSMUSP00000092186
InParanoid	DDB_G0292112	galK	M.musculus:ENSMUSP00000092186
OrthoMCL	DDB_G0289435	arrF	M.musculus:ENSMUSP00000079905 | M.musculus:ENSMUSP00000020717 | M.musculus:ENSMUSP00000107937 | M.musculus:ENSMUSP00000051814 | M.musculus:ENSMUSP00000050689
OrthoMCL	DDB_G0291105	cyp513C1	M.musculus:ENSMUSP00000015368 | M.musculus:ENSMUSP00000030299 | M.musculus:ENSMUSP00000030303 | M.musculus:ENSMUSP00000030305 | M.musculus:ENSMUSP00000050464 | M.musculus:ENSMUSP00000006094 | M.musculus:ENSMUSP00000014525 | M.musculus:ENSMUSP00000023083 | M.musculus:ENSMUSP00000071064 | M.musculus:ENSMUSP00000072555 | M.musculus:ENSMUSP00000086528 | M.musculus:ENSMUSP00000086530 | M.musculus:ENSMUSP00000105141 | M.musculus:ENSMUSP00000034860 | M.musculus:ENSMUSP00000034865 | M.musculus:ENSMUSP00000005477 | M.musculus:ENSMUSP00000005669 | M.musculus:ENSMUSP00000076578 | M.musculus:ENSMUSP00000077021 | M.musculus:ENSMUSP00000080846 | M.musculus:ENSMUSP00000024894 | M.musculus:ENSMUSP00000003137 | M.musculus:ENSMUSP00000025966 | M.musculus:ENSMUSP00000025968 | M.musculus:ENSMUSP00000025969 | M.musculus:ENSMUSP00000044722 | M.musculus:ENSMUSP00000045362 | M.musculus:ENSMUSP00000048284 | M.musculus:ENSMUSP00000065796 | M.musculus:ENSMUSP00000079065 | M.musculus:ENSMUSP00000084487 | M.musculus:ENSMUSP00000084489 | M.musculus:ENSMUSP00000097071 | M.musculus:ENSMUSP00000026211 | M.musculus:ENSMUSP00000060584 | M.musculus:ENSMUSP00000101944
OrthoMCL	DDB_G0291566	grwd1	M.musculus:ENSMUSP00000064460
InParanoid	DDB_G0291566	grwd1	M.musculus:ENSMUSP00000064460
OrthoMCL	DDB_G0289595	prpf31	M.musculus:ENSMUSP00000008517
OrthoMCL	DDB_G0292742	DDB_G0292742	M.musculus:ENSMUSP00000025251 | M.musculus:ENSMUSP00000033031 | M.musculus:ENSMUSP00000071777 | M.musculus:ENSMUSP00000106087 | M.musculus:ENSMUSP00000016771 | M.musculus:ENSMUSP00000018632 | M.musculus:ENSMUSP00000018637 | M.musculus:ENSMUSP00000018641 | M.musculus:ENSMUSP00000019625 | M.musculus:ENSMUSP00000046059 | M.musculus:ENSMUSP00000080538 | M.musculus:ENSMUSP00000087756 | M.musculus:ENSMUSP00000090661 | M.musculus:ENSMUSP00000090672 | M.musculus:ENSMUSP00000099867 | M.musculus:ENSMUSP00000104324 | M.musculus:ENSMUSP00000104329 | M.musculus:ENSMUSP00000039576 | M.musculus:ENSMUSP00000042229 | M.musculus:ENSMUSP00000112728 | M.musculus:ENSMUSP00000091439
InParanoid	DDB_G0292742	DDB_G0292742	M.musculus:ENSMUSP00000076652
OrthoMCL	DDB_G0290179	ube3a	M.musculus:ENSMUSP00000082326 | M.musculus:ENSMUSP00000042646
InParanoid	DDB_G0290179	ube3a	M.musculus:ENSMUSP00000082326
OrthoMCL	DDB_G0289029	DDB_G0289029	M.musculus:ENSMUSP00000034164
InParanoid	DDB_G0289029	DDB_G0289029	M.musculus:ENSMUSP00000034164
OrthoMCL	DDB_G0293218	vps35	M.musculus:ENSMUSP00000034131
InParanoid	DDB_G0293218	vps35	M.musculus:ENSMUSP00000034131
OrthoMCL	DDB_G0291416	DDB_G0291416	M.musculus:ENSMUSP00000025864
InParanoid	DDB_G0292586	DDB_G0292586	M.musculus:ENSMUSP00000030726
OrthoMCL	DDB_G0292594	cyc1	M.musculus:ENSMUSP00000023210
InParanoid	DDB_G0292594	cyc1	M.musculus:ENSMUSP00000023210
OrthoMCL	DDB_G0289469	DDB_G0289469	M.musculus:ENSMUSP00000030675
OrthoMCL	DDB_G0289481	glnS	M.musculus:ENSMUSP00000006838
InParanoid	DDB_G0289481	glnS	M.musculus:ENSMUSP00000006838
OrthoMCL	DDB_G0289611	usp40	M.musculus:ENSMUSP00000108778
InParanoid	DDB_G0289611	usp40	M.musculus:ENSMUSP00000108778
OrthoMCL	DDB_G0289613	gefAA	M.musculus:ENSMUSP00000044866 | M.musculus:ENSMUSP00000067786
InParanoid	DDB_G0289613	gefAA	M.musculus:ENSMUSP00000057956
OrthoMCL	DDB_G0291448	cyp519D1	M.musculus:ENSMUSP00000015368 | M.musculus:ENSMUSP00000030299 | M.musculus:ENSMUSP00000030303 | M.musculus:ENSMUSP00000030305 | M.musculus:ENSMUSP00000050464 | M.musculus:ENSMUSP00000006094 | M.musculus:ENSMUSP00000014525 | M.musculus:ENSMUSP00000023083 | M.musculus:ENSMUSP00000071064 | M.musculus:ENSMUSP00000072555 | M.musculus:ENSMUSP00000086528 | M.musculus:ENSMUSP00000086530 | M.musculus:ENSMUSP00000105141 | M.musculus:ENSMUSP00000034860 | M.musculus:ENSMUSP00000034865 | M.musculus:ENSMUSP00000005477 | M.musculus:ENSMUSP00000005669 | M.musculus:ENSMUSP00000076578 | M.musculus:ENSMUSP00000077021 | M.musculus:ENSMUSP00000080846 | M.musculus:ENSMUSP00000024894 | M.musculus:ENSMUSP00000003137 | M.musculus:ENSMUSP00000025966 | M.musculus:ENSMUSP00000025968 | M.musculus:ENSMUSP00000025969 | M.musculus:ENSMUSP00000044722 | M.musculus:ENSMUSP00000045362 | M.musculus:ENSMUSP00000048284 | M.musculus:ENSMUSP00000065796 | M.musculus:ENSMUSP00000079065 | M.musculus:ENSMUSP00000084487 | M.musculus:ENSMUSP00000084489 | M.musculus:ENSMUSP00000097071 | M.musculus:ENSMUSP00000026211 | M.musculus:ENSMUSP00000060584 | M.musculus:ENSMUSP00000101944
OrthoMCL	DDB_G0293214	orcE	M.musculus:ENSMUSP00000030872
InParanoid	DDB_G0293214	orcE	M.musculus:ENSMUSP00000030872
OrthoMCL	DDB_G0293042	DDB_G0293042	M.musculus:ENSMUSP00000083752
InParanoid	DDB_G0293042	DDB_G0293042	M.musculus:ENSMUSP00000083752
OrthoMCL	DDB_G0292758	mobB	M.musculus:ENSMUSP00000100040 | M.musculus:ENSMUSP00000054452 | M.musculus:ENSMUSP00000108855 | M.musculus:ENSMUSP00000003438
OrthoMCL	DDB_G0291310	DDB_G0291310	M.musculus:ENSMUSP00000043519
InParanoid	DDB_G0291310	DDB_G0291310	M.musculus:ENSMUSP00000043519
OrthoMCL	DDB_G0293110	ipo13A	M.musculus:ENSMUSP00000102025
InParanoid	DDB_G0293110	ipo13A	M.musculus:ENSMUSP00000102025
OrthoMCL	DDB_G0291344	DDB_G0291344	M.musculus:ENSMUSP00000024099 | M.musculus:ENSMUSP00000029367
InParanoid	DDB_G0291344	DDB_G0291344	M.musculus:ENSMUSP00000049315 | M.musculus:ENSMUSP00000024099
OrthoMCL	DDB_G0291402	DDB_G0291402	M.musculus:ENSMUSP00000025631
InParanoid	DDB_G0291402	DDB_G0291402	M.musculus:ENSMUSP00000025631
OrthoMCL	DDB_G0292784	cog6	M.musculus:ENSMUSP00000048603
InParanoid	DDB_G0292784	cog6	M.musculus:ENSMUSP00000048603
OrthoMCL	DDB_G0292788	pex6	M.musculus:ENSMUSP00000002840
InParanoid	DDB_G0292788	pex6	M.musculus:ENSMUSP00000002840
OrthoMCL	DDB_G0291063	thoc2	M.musculus:ENSMUSP00000044677
InParanoid	DDB_G0291063	thoc2	M.musculus:ENSMUSP00000044677
OrthoMCL	DDB_G0292326	gcvT	M.musculus:ENSMUSP00000035230
InParanoid	DDB_G0292326	gcvT	M.musculus:ENSMUSP00000035230
OrthoMCL	DDB_G0292448	DDB_G0292448	M.musculus:ENSMUSP00000061511
InParanoid	DDB_G0292448	DDB_G0292448	M.musculus:ENSMUSP00000046985
OrthoMCL	DDB_G0292566	hibA	M.musculus:ENSMUSP00000111510 | M.musculus:ENSMUSP00000031788
InParanoid	DDB_G0292566	hibA	M.musculus:ENSMUSP00000031788
OrthoMCL	DDB_G0291650	DDB_G0291650	M.musculus:ENSMUSP00000032898 | M.musculus:ENSMUSP00000100503
InParanoid	DDB_G0291650	DDB_G0291650	M.musculus:ENSMUSP00000032898
OrthoMCL	DDB_G0293584	sqle	M.musculus:ENSMUSP00000022977
InParanoid	DDB_G0293584	sqle	M.musculus:ENSMUSP00000022977
OrthoMCL	DDB_G0291330	kctd9	M.musculus:ENSMUSP00000077200
InParanoid	DDB_G0291330	kctd9	M.musculus:ENSMUSP00000077200
OrthoMCL	DDB_G0288989	nipsnap	M.musculus:ENSMUSP00000091062 | M.musculus:ENSMUSP00000083211
InParanoid	DDB_G0288989	nipsnap	M.musculus:ENSMUSP00000091062
OrthoMCL	DDB_G0289445	prmt2	M.musculus:ENSMUSP00000097167
InParanoid	DDB_G0289445	prmt2	M.musculus:ENSMUSP00000097167
OrthoMCL	DDB_G0290121	purD	M.musculus:ENSMUSP00000023684
InParanoid	DDB_G0290121	purD	M.musculus:ENSMUSP00000023684
OrthoMCL	DDB_G0291662	pop5	M.musculus:ENSMUSP00000080215
InParanoid	DDB_G0291662	pop5	M.musculus:ENSMUSP00000080215
OrthoMCL	DDB_G0291674	DDB_G0291674	M.musculus:ENSMUSP00000067662
OrthoMCL	DDB_G0291133	DDB_G0291133	M.musculus:ENSMUSP00000033326
InParanoid	DDB_G0291133	DDB_G0291133	M.musculus:ENSMUSP00000033326
InParanoid	DDB_G0291137	DDB_G0291137	M.musculus:ENSMUSP00000048721 | M.musculus:ENSMUSP00000025076
OrthoMCL	DDB_G0292242	taf1	M.musculus:ENSMUSP00000098895
InParanoid	DDB_G0292242	taf1	M.musculus:ENSMUSP00000098895
OrthoMCL	DDB_G0292244	rpb3	M.musculus:ENSMUSP00000034235
InParanoid	DDB_G0292244	rpb3	M.musculus:ENSMUSP00000034235
OrthoMCL	DDB_G0292362	DDB_G0292362	M.musculus:ENSMUSP00000005057 | M.musculus:ENSMUSP00000022223
InParanoid	DDB_G0292362	DDB_G0292362	M.musculus:ENSMUSP00000005057
OrthoMCL	DDB_G0292876	DDB_G0292876	M.musculus:ENSMUSP00000028617
InParanoid	DDB_G0292876	DDB_G0292876	M.musculus:ENSMUSP00000028617
OrthoMCL	DDB_G0293168	ddx17	M.musculus:ENSMUSP00000021062 | M.musculus:ENSMUSP00000055535
InParanoid	DDB_G0293168	ddx17	M.musculus:ENSMUSP00000055535
OrthoMCL	DDB_G0294032	nad9	M.musculus:ENSMUSP00000005647
InParanoid	DDB_G0294032	nad9	M.musculus:ENSMUSP00000005647
